icrogidA	icrogidB	w
1196452	14007299	0.191
2213107	377639	0.28
22871965	2528098	0.431
1298701	2472813	0.28
14007299	2617841	0.191
14007299	1925572	0.191
14007299	5228967	0.191
14007299	1557098	0.191
14007299	667443	0.191
14007299	5272060	0.191
1772114	2639679	0.28
1026809	2974113	0.55
14007299	742259	0.191
1242946	3603966	0.28
14007299	2266085	0.191
14007299	2809266	0.191
14007299	4299381	0.191
14007299	607323	0.191
14007299	3128457	0.191
1925908	4676641	0.55
2213107	910608	0.28
3751958	749702	0.28
1619858	3596958	0.28
1692316	4981197	0.431
158852	2444766	0.591
14007299	1898596	0.191
14007299	4770079	0.191
14007299	3337017	0.191
14007299	3051557	0.191
2070303	749702	0.28
1566579	3951813	0.28
2609893	839668	0.28
14007299	2351242	0.191
3269691	3771957	0.28
2215480	816216	0.911
14007299	1886948	0.191
1065781	1160340	0.644
14007299	9650768	0.191
14007299	238160	0.191
14007299	2052163	0.191
14007299	2991142	0.191
2213107	749645	0.28
27916262	4079121	0.28
2135848	425556	0.28
1605039	961525	0.431
133359	3357491	0.778
1273502	3189023	0.28
1948403	897627	0.28
119888	14007299	0.191
1280801	1566579	0.28
929751	958432	0.55
14007299	4689036	0.191
1692316	2119668	0.431
1020765	3503650	0.28
14007299	5039077	0.191
14007299	1474152	0.191
2304613	4101989	0.431
1170182	2472813	0.28
14007299	239455	0.191
14007299	1593141	0.191
2452373	40293	0.28
14007299	1609364	0.191
1772114	875557	0.28
3181212	4128025	0.719
2167525	2472813	0.28
2527179	4170192	0.55
2452373	943142	0.28
2164918	2271964	0.931
14007299	241463	0.191
1070407	14007299	0.191
271062	3091868	0.877
14007299	5214385	0.191
2068280	3181212	0.28
159626	2677230	0.431
2667038	5223294	1
1248292	3333598	0.431
4926237	816216	0.976
14007299	4712243	0.36
40293	4399398	0.28
14007299	2951619	0.191
14007299	3227127	0.191
1501213	3942932	0.28
410724	644655	0.591
14007299	9443126	0.191
14007299	196003	0.191
14007299	2340277	0.191
4930668	632859	0.431
14007299	1613993	0.191
1881339	2213107	0.28
14007299	4749326	0.191
14007299	2825568	0.191
2168149	2974113	0.798
1410809	4319325	0.676
14007299	4584046	0.191
41178	740298	0.28
14007299	2284410	0.191
2255804	2887311	0.874
14005796	1566579	0.28
14007299	4264365	0.191
1566579	45235495	0.28
1384984	14007299	0.191
14007299	3485184	0.191
2349372	5229807	0.55
632859	899063	0.55
271062	4605667	0.946
14007299	3152384	0.191
2988715	4862491	0.28
2609893	5821236	0.705
14007299	2202234	0.191
1501373	2472813	0.28
14007299	4035230	0.191
4170192	4251563	0.55
2472813	3267849	0.28
14007299	9378319	0.191
4966223	783937	0.719
2119668	4863907	0.55
105791	3272118	0.28
2929711	4692488	0.431
2472813	547119	0.28
14007299	4049585	0.191
1349134	4879348	0.719
2032719	5821236	0.644
431854	644655	0.431
14007299	4320654	0.191
4717503	842303	0.644
1923050	9768784	0.431
2472813	749723	0.28
1802017	1925908	0.55
14007299	5060311	0.191
4170192	863903	0.55
2472813	2838393	0.28
1119923	2472813	0.28
3938031	749702	0.28
1736180	5026329	0.28
14007299	5279905	0.191
14007299	4121898	0.191
14007299	2441196	0.191
1326196	14007299	0.191
14007299	271062	0.191
105791	3034498	0.28
5032355	506434	0.431
14007299	4728973	0.191
14007299	1700717	0.191
14007299	149354	0.191
2068280	35598463	0.345
245135	24872144	0.55
1273502	2363057	0.28
4577585	724057	0.28
1180573	14007299	0.191
1066643	4377376	0.28
14007299	2931235	0.191
14007299	4121257	0.191
14007299	5084896	0.191
271062	39792	0.999
158852	905022	0.28
2472813	2922085	0.28
14007299	5008875	0.191
1566579	2243284	0.28
14007299	4920113	0.191
2472813	3554608	0.28
4260653	5176374	0.28
14007299	3691852	0.191
14007299	4909735	0.191
1619858	4855052	0.28
1389499	1566579	0.28
2232959	4170192	0.55
14007299	809471	0.191
4692488	4730625	0.431
13784654	4399398	0.55
14007299	4012386	0.191
1977371	3787132	0.719
2185744	2255804	0.55
1400202	14007299	0.191
1211564	2677230	0.431
1273502	857930	0.431
2856334	5192379	0.28
1566579	5214082	0.28
1859715	944534	0.28
1180601	4170192	0.676
3803247	9214020	0.431
1242946	3503650	0.28
14007732	876198	0.28
14007299	4456964	0.191
1242946	2392885	0.55
1140145	14007299	0.191
14007299	3479715	0.191
2178303	4692488	0.431
14007299	4266312	0.191
2413104	2864804	0.28
2213107	232848	0.55
1802017	4170192	0.55
14007299	5300402	0.191
31292	3909139	0.676
1220061	14007299	0.36
14007299	2838125	0.191
14007299	4592714	0.191
2452373	555079	0.28
1004542	1274803	0.28
14007662	4303895	0.28
5386653	644655	0.431
1702048	32125414	0.28
2472813	607323	0.28
14007299	1482562	0.191
14007299	3426596	0.191
14007299	2313227	0.191
1692316	654732	0.431
1160340	5032355	0.431
14007299	253837	0.191
3469807	3578630	0.28
14007299	4811083	0.191
14007299	632771	0.191
1405313	1566579	0.28
14007299	3534885	0.191
1020765	2413104	0.28
3130413	958432	0.939
14007299	2494598	0.191
14007299	2372337	0.191
1614603	41931384	0.28
14007299	201818	0.494
2898778	4478530	0.28
14007299	4866718	0.191
14007299	2796151	0.191
14007299	2840716	0.191
1004542	3168722	0.431
1605039	5151310	0.55
1925908	636523	0.676
14007299	85246	0.191
1273502	2403972	0.28
14007299	5353094	0.191
3781384	4319325	0.936
14007299	5311309	0.191
1566579	1965984	0.28
14007299	661696	0.191
14007299	3027079	0.191
4170192	636523	0.55
4056662	929751	0.798
4813873	646633	0.431
3556920	839668	0.28
1925908	2527179	0.89
321631	749723	0.798
11393240	3202052	0.28
1201603	14007299	0.191
1225374	1925908	0.55
14007299	35114578	0.191
14007299	1721437	0.36
110906	14007732	0.28
1566579	5272553	0.28
2707431	4184410	0.55
1566579	3243741	0.28
14007299	5386653	0.191
14007299	4070804	0.191
14007299	2187980	0.191
2837637	37792326	0.28
2825568	487164	0.28
14007299	3124844	0.191
2029430	3513233	0.28
14007299	401222	0.191
14007299	924395	0.191
14007299	2831214	0.191
14007299	4863038	0.191
2472813	4367751	0.28
1566579	5269027	0.28
2903058	4803389	0.28
3087482	899063	0.482
1030338	944534	0.431
14007299	5030185	0.191
1566579	5218674	0.28
1141893	1566579	0.28
2458978	5278338	0.28
14007299	3178925	0.191
14007299	1508637	0.191
2234138	4319325	0.644
105791	944534	0.431
14007299	1774833	0.191
2215480	4319325	0.824
14007299	567051	0.191
14007299	4010022	0.191
2610814	944534	0.431
14007299	649743	0.36
14007299	3047661	0.191
1566579	4327650	0.28
1103259	14007299	0.191
14007299	617501	0.191
1004542	3853314	0.28
3018299	42493915	0.55
4264365	9645245	0.778
14007299	4222401	0.191
4733593	929751	0.719
3583773	644655	0.431
1692316	3412608	0.431
14007299	2855762	0.191
14007299	421085	0.191
14007299	4494720	0.191
14007299	5395763	0.191
14007299	3002370	0.191
3034498	5038017	0.55
14007299	168143	0.191
3328681	816216	0.874
1273502	3621324	0.28
161507	2452373	0.28
14007299	3337863	0.191
3636322	4170192	0.55
2497115	4645419	0.28
1566579	2598691	0.28
14007299	3758210	0.191
1004542	2497771	0.431
1262914	14007299	0.191
2186087	38757376	0.28
1925908	655876	0.676
14007299	3333598	0.191
14007299	2452284	0.191
2255804	943142	0.644
1175704	2213107	0.28
14007299	754362	0.191
14007299	3252138	0.191
1165658	14007299	0.191
3333598	4456845	0.719
1505377	2472813	0.28
1692316	1820393	0.431
5406538	910608	0.28
14007299	209143	0.191
1566579	2189625	0.28
14007299	1994979	0.191
3202052	4605667	0.999
14007299	2255804	0.191
14007299	2914930	0.191
14007299	5118809	0.191
14007299	2929543	0.191
2068280	47781746	0.345
2874872	5251677	0.676
2233371	3342392	0.28
14007299	1445402	0.191
14007299	4595183	0.191
105791	4577585	0.28
14007299	98437	0.191
14007299	921855	0.191
4874921	9768784	0.431
1501213	523173	0.28
14007299	394568	0.191
14007299	4069879	0.191
1180573	3091868	0.431
14006253	1474157	0.778
4691983	4863907	0.55
33523887	644655	0.431
14007299	2896830	0.191
2472813	4417719	0.28
14007299	1952111	0.191
14007299	1927096	0.191
1450817	2677230	0.28
14007299	4501358	0.191
14007299	3698509	0.191
1558179	1566579	0.28
1605039	550375	0.28
14007299	4182659	0.191
14007299	1565762	0.191
14007299	3427773	0.191
14007299	271641	0.191
14007299	9213367	0.191
1925908	232568	0.55
2271732	3513233	0.952
2472813	2793313	0.28
9147722	961525	0.28
14007299	2973208	0.191
3635743	5255272	0.431
14007299	195893	0.191
14007299	4115628	0.55
5077084	749645	0.28
1605039	1960612	0.55
1566579	5062164	0.28
14007299	1945943	0.191
2814205	37792326	0.28
14007299	222539	0.191
2988715	3342392	0.28
2972294	40293	0.28
14007299	1979637	0.191
14007299	4828352	0.191
14007299	3916305	0.191
105791	2296393	0.28
42493915	630590	0.719
4691983	51880999	0.191
1566579	470275	0.28
4692488	614994	0.431
14007162	2201336	0.55
14007299	3335469	0.191
14007299	2596377	0.191
14007299	2979002	0.191
14007299	2219336	0.191
1538112	1566579	0.28
14007299	232319	0.191
14007299	2854798	0.191
14007299	2595432	0.191
1925908	3636322	0.55
14007299	436342	0.191
1183784	2472813	0.28
14007299	3502869	0.191
14007732	3691852	0.28
14007299	2229096	0.191
14007299	4975462	0.191
14007299	4206283	0.191
14007299	3491414	0.191
265632	508037	0.28
14007299	3739151	0.191
2770423	27916262	0.28
2068280	38101054	0.191
1386965	487164	0.55
1501213	1614603	0.28
162104	943142	0.644
1020765	3573425	0.28
2186087	32125414	0.28
1566579	343518	0.28
2731101	2903058	0.28
2791218	4692488	0.431
1208032	2768047	0.28
14007299	4094308	0.191
4813873	5336854	0.28
14007299	2041388	0.191
14007299	3970517	0.191
42437418	4277186	0.28
14007299	2301430	0.191
14007299	162104	0.191
41931384	523173	0.28
1613993	44785650	0.28
14007299	4482393	0.191
14007299	1937748	0.191
14007299	3484649	0.191
2472813	875557	0.28
2472813	315909	0.28
3143545	3203960	0.28
14007299	3216542	0.191
14007299	1747835	0.191
14007299	1922758	0.191
14007299	828719	0.191
3329408	9768784	0.431
10012503	14007299	0.191
14007299	4628848	0.191
3666283	5146399	0.28
1566579	4570210	0.28
2213107	3342392	0.28
14007299	3548072	0.191
232848	2347675	0.28
232568	4170192	0.55
31666624	644655	0.431
3502869	4831970	0.28
2260078	3524915	0.482
4705726	839668	0.28
14007299	4305018	0.861
14007299	3842862	0.191
14007299	481976	0.191
14007299	8972633	0.191
1325919	2547906	0.55
2068280	2269188	0.345
1240138	232848	0.28
1507630	4692488	0.431
1032314	1566579	0.28
14007299	4251325	0.191
14007299	2353871	0.191
1242946	2423457	0.431
4527311	5318722	0.431
14007299	5186717	0.191
14007299	2726528	0.191
3725670	4930668	0.28
14007299	4231653	0.191
14007299	18532	0.191
1900675	2050891	0.28
14007299	29439	0.191
1155017	1885413	0.28
1065781	506434	0.431
1925908	4461738	0.55
14007299	5310672	0.191
14007732	2168149	0.28
14007299	4425202	0.191
14007299	2794789	0.191
1150330	4644422	0.28
1692316	3501488	0.431
11934935	14007299	0.191
2981808	4616280	0.28
1566579	3480034	0.28
2246142	41931384	0.28
14007299	473549	0.191
14007732	3202052	0.28
2945904	3272118	0.55
14007299	434752	0.191
14007299	3844577	0.191
14007299	2738962	0.191
14007299	4165786	0.191
14007299	491312	0.191
14007299	4358965	0.191
11393240	2168149	0.28
14007299	3340206	0.191
14007732	2255804	0.28
14007299	3513233	0.191
14007299	1931873	0.191
2296393	3272118	0.591
14007299	717740	0.191
1396470	5168090	0.36
1566579	5300402	0.28
14007299	4083603	0.191
1242946	2607334	0.431
1146862	2472813	0.28
2058139	2472813	0.28
109728	2472813	0.28
1566579	5359296	0.28
2903058	3901963	0.55
1242946	1881339	0.28
4813873	5298803	0.55
14007299	2053332	0.191
2864804	5278338	0.28
14007299	2556014	0.191
14007299	3332667	0.191
14007299	4154807	0.191
14007299	468773	0.191
1166679	2864804	0.431
3803247	520669	0.431
3580033	4461738	0.824
14007299	5190372	0.191
3269691	5397179	0.28
4170192	5095675	0.55
2450911	31483665	0.431
2472813	3333598	0.28
1925908	863903	0.744
32125414	3867581	0.28
14007299	714389	0.191
14007299	3348889	0.191
14007299	790342	0.191
14007299	3582562	0.191
1507739	9148484	0.28
3670225	4424310	0.28
14007299	9768725	0.191
5229807	596393	0.431
2452373	5176374	0.28
5361553	961525	0.55
138193	14007299	0.494
2233371	3670225	0.28
1562406	2945904	0.431
2993521	5336603	0.28
1180573	4605667	0.902
14007299	4792241	0.191
14007299	3005873	0.191
4396377	448835	0.28
14007299	642546	0.191
14007299	3519867	0.191
14007299	3454846	0.191
1333459	1566579	0.28
1566579	21620529	0.28
1795878	2240228	0.431
3328681	4319325	0.719
3578630	5317296	0.676
14007299	1706607	0.191
14007299	3924216	0.191
14007299	5086617	0.191
1736180	5295762	0.431
1609728	4101989	0.431
14007299	492000	0.191
14007299	4120233	0.191
14007299	1538112	0.191
14007299	2403027	0.191
14007299	1947668	0.191
14007299	2993918	0.191
1948403	5821236	0.28
14007299	4340619	0.191
14007299	548234	0.36
1283940	5229807	0.55
14007299	69516	0.191
3202052	5192379	0.28
14007299	540962	0.191
2423457	746478	0.55
14007299	4367751	0.191
3553514	5229807	0.55
1925908	9147737	0.55
14007299	721123	0.191
2068280	4527311	0.28
14007299	3509741	0.191
1566579	939914	0.28
1366033	14007299	0.191
14007299	1885413	0.191
14007299	1874239	0.191
14007299	342400	0.191
14007299	4813983	0.191
1182953	14007299	0.36
14007299	16856	0.191
4236830	749702	0.28
3299004	749702	0.28
2472813	2578531	0.644
1673548	3524915	0.28
13660479	3578630	0.28
2981808	3344377	0.431
2611520	5192379	0.28
2770423	4079121	0.28
2106983	643805	0.28
14007299	4979489	0.191
1925908	2232959	0.55
1433597	1566579	0.28
14007299	644464	0.191
1213150	14007299	0.191
2068280	27916262	0.28
1566579	2165711	0.28
343045	4170192	0.55
4122724	944534	0.719
31483665	3942932	0.28
2679977	4930668	0.28
780188	944534	0.431
14007299	43252749	0.191
1396470	4560211	0.28
4835623	9768784	0.55
2241292	4692488	0.431
4170192	9147737	0.55
2265349	3348102	0.28
2213107	4862491	0.28
1566579	661696	0.28
14007299	3267849	0.191
14007299	4706411	0.191
38757376	4368864	0.28
2068280	37792326	0.418
1296133	2472813	0.28
14007299	668100	0.191
14007299	9650703	0.191
14007299	1775657	0.191
1325919	1925908	0.55
2269188	3034498	0.482
14007299	4954322	0.191
5272060	644655	0.431
14007299	2299979	0.191
3578630	4743610	0.28
107288	14007299	0.191
2349500	4717503	0.55
1155017	1386965	0.55
14007299	1838887	0.191
2677230	4920113	0.28
13784654	40293	0.28
107322	3867063	0.28
944534	944786	0.431
2071236	2472813	0.28
14007299	518510	0.191
2240228	941232	0.431
14007299	4732923	0.191
14007299	3926876	0.191
14007299	872778	0.191
239181	2814205	0.591
14007299	2133787	0.191
14007299	3202052	0.494
4170192	4676641	0.55
4319325	852155	0.964
1566579	904711	0.28
2135848	3524915	0.28
14007299	4713146	0.191
14007299	2991901	0.191
1235047	14007299	0.191
14007299	4451817	0.191
1566579	52679401	0.28
14007299	3371516	0.191
4398609	4656121	0.55
14007299	2399757	0.191
1211564	14007299	0.191
11793429	14007299	0.191
2636409	3185402	0.719
2472813	3495292	0.28
3328040	37792326	0.28
14007299	4821935	0.191
2347675	3342392	0.28
3034498	4863907	0.719
3306613	40293	0.591
14007299	4930249	0.191
1772114	2068280	0.28
14007299	1474439	0.191
132417	1562406	0.55
14007299	5304662	0.191
14007299	2878257	0.191
14007299	5353143	0.191
4863038	944534	0.55
1688346	4717503	0.55
4531310	4739027	0.28
2106983	3925064	0.494
2913803	39852817	0.28
1847650	558453	0.191
1313757	412253	0.191
1721557	2299279	0.191
169746	3583773	0.744
3202745	4579716	0.97
1423899	4916492	0.191
3454732	751836	0.36
11792660	1795737	0.191
1316205	4599051	0.191
1941659	3178925	0.712
2667135	57073	0.191
1941659	2465353	0.191
5123396	5209574	0.644
22198008	630590	0.431
11792660	5386653	0.191
2219336	668683	0.644
2359316	2878257	0.191
1721557	5214385	0.191
1163039	1945941	0.191
1743227	2229312	0.6
1180573	4481242	0.996
1528451	5300501	0.36
1795737	4461738	0.28
1180573	2359316	0.987
1721557	2889347	0.191
2618592	4820577	0.431
40293	4398244	0.28
1777720	5084635	0.191
384850	607323	0.191
3534885	4028799	0.494
4056103	88723588	0.482
1743227	292813	0.191
10012891	2650536	0.55
1262914	1386965	0.28
2834224	4038294	0.418
2443530	3337863	0.191
1077042	1535907	0.28
151491	2603205	0.55
2225771	4300278	0.28
163818	5008875	0.36
11792660	1211564	0.191
3201249	4419761	0.431
2014257	3077030	0.28
1361527	3109406	0.798
2070375	4244128	0.191
5083094	5157888	0.191
2919579	4409511	0.191
3621324	4206283	0.494
1482562	2443530	0.191
3629517	4056662	0.191
3178925	5081339	0.191
11792660	4424310	0.191
4995933	5282007	0.36
13511341	3925064	0.36
1795737	2353871	0.55
11936467	4157895	0.431
1896326	57073	0.191
1278344	2348958	0.191
163818	4165786	0.36
1528451	2380339	0.36
2856334	5399179	0.191
26224252	4038294	0.36
4028799	644464	0.191
2395878	2715385	0.644
3636322	806238	0.431
2168044	57073	0.191
2053332	3189023	0.191
2617841	2794138	0.494
5017558	5413226	0.191
1847650	2133787	0.191
4947898	906603	0.28
2856334	532222	0.191
2340277	5017558	0.191
2216467	4839551	0.973
2856334	606323	0.191
1075693	57073	0.191
1942456	3925064	0.36
2229096	3371516	0.54
2219336	439824	0.644
1638228	2547485	0.431
1847650	3832518	0.36
1562406	3498834	0.191
2359316	2991901	0.191
1941659	2334298	0.191
2229096	3178925	0.854
4320654	5017558	0.712
1535907	3083997	0.28
2443530	2659519	0.191
1562406	3427773	0.191
1273502	974711	0.28
3202052	4004555	0.6
1401362	4713517	0.431
232319	958432	0.191
1163039	1925572	0.191
4777149	4820577	0.591
1743227	958432	0.684
2133787	390328	0.636
1152206	186724	0.36
4038294	4106115	0.36
2219336	2929543	0.644
2050151	4450319	0.28
2353871	390328	0.36
1535907	887254	0.28
3202784	821803	0.191
2347958	2889347	0.191
2100975	4824057	0.431
4803728	5361553	0.644
4121257	4305807	0.627
1278344	412253	0.191
28979216	3925064	0.431
3077030	5124712	0.191
1313757	2119208	0.191
2138435	3429103	0.54
2620388	5081339	0.191
1163039	2931235	0.191
1793697	3872267	0.431
245135	3380693	0.36
1211564	3189023	0.191
2081264	2347958	0.191
1354314	2919579	0.191
2399757	821803	0.191
2889070	3389965	0.431
1847650	4154833	0.191
5288232	821803	0.36
1979966	660048	0.719
149354	5083094	0.191
4995933	9213874	0.36
1492093	4528899	0.191
2053332	4599051	0.191
10013050	2135848	0.431
3198867	915978	0.676
1209330	1528451	0.36
3429103	3606500	0.482
1185405	1941659	0.191
3295291	4376864	0.431
1721557	4121898	0.191
1953208	948625	0.431
2856334	4889015	0.191
1508715	4599051	0.191
2542257	3925064	0.36
4099949	5070500	0.431
2174789	3901963	0.28
3578630	4083603	0.191
149354	5017558	0.712
1941659	4913783	0.191
1379409	4481242	0.6
3378486	4094308	0.191
3572785	44560278	0.778
5083094	617501	0.191
5278338	5395245	0.644
1877037	401222	0.494
186724	330747	0.36
1721557	3426596	0.191
3378486	9650703	0.191
2229096	5026447	0.669
1163039	3519867	0.191
1423899	734981	0.191
1313757	3202052	0.191
3357491	3621324	0.494
2068280	91801307	0.191
16232538	3077030	0.191
5083094	915978	0.191
1472949	4206687	0.28
11792660	2562975	0.36
2399757	4915790	0.191
5083094	799425	0.191
1724893	2919579	0.191
2936830	3189023	0.36
2135848	43727622	0.191
1885413	28535828	0.431
16856	1721557	0.191
3925064	46168159	0.36
3691852	4021969	0.28
2856334	478517	0.494
1447330	1721557	0.191
4599051	5295829	0.28
1219293	2919579	0.191
1423899	2187323	0.191
1706607	5124712	0.191
3429103	4013286	0.191
1347757	3396733	0.28
460553	821803	0.191
2856334	366617	0.191
2347958	9768687	0.191
1208032	4717503	0.986
1795737	4231653	0.28
2840716	958432	0.191
1795737	2991901	0.191
118966	5062028	0.28
5212606	57073	0.191
1423899	5290999	0.191
2133787	2603205	0.55
1877037	3202784	0.191
22828123	3475688	0.778
2840716	5124712	0.191
1795737	5214082	0.824
3189023	401222	0.36
3035554	3429103	0.191
4038294	4555292	0.191
1941659	4779343	0.191
5213288	5214385	0.191
2856334	629180	0.191
3805630	4425897	0.28
1847650	672215	0.191
4947349	5177449	0.191
1163039	4165786	0.36
1103259	5017558	0.431
1994979	5084635	0.191
1423899	2245771	0.191
47178853	57073	0.191
11792660	3202052	0.191
3090489	88723588	0.191
2549751	2951619	0.431
2856334	31750012	0.191
2119208	5081339	0.28
232848	4004555	0.28
2804887	40068124	0.431
1600500	5255272	0.644
1921965	4501358	0.719
1296133	3621324	0.494
3588395	5213288	0.191
1326196	1743227	0.913
3189023	3426596	0.191
410724	5083094	0.191
2052564	3925064	0.36
2441196	5312565	0.636
1535907	4925225	0.28
1423899	4023131	0.191
1424408	4820577	0.28
1313757	39267	0.191
1066766	2856334	0.494
3925064	4304881	0.36
1847650	749723	0.191
1795737	5413319	0.36
2946713	3371469	0.431
4028799	4494056	0.191
1423899	218872	0.191
2081264	5213288	0.191
1941659	3832518	0.36
5017558	703179	0.191
1721557	394568	0.191
3176249	974711	0.591
4843211	84278619	0.778
119888	1847650	0.191
195893	3378486	0.191
1535907	3939006	0.28
2794138	4954322	0.494
2347958	4467198	0.191
1549507	1743227	0.191
578909	941370	0.28
1795737	4789359	0.494
4596945	740298	0.431
11792660	5176374	0.191
1563393	660048	0.89
1522904	74554195	0.36
1407742	2135848	0.191
3636322	4264259	0.861
3257482	4280011	0.28
247872	3357491	0.28
1379409	1795737	0.431
3921852	4267722	0.28
1313757	1562406	0.191
3892094	4004555	0.191
2272676	874677	0.999
2434443	2443530	0.191
4774660	5320841	0.431
57073	963413	0.191
4035122	5376793	0.191
4599051	4743247	0.191
3077030	661696	0.591
1070407	390328	0.418
2443530	5026447	0.191
2255804	40293	0.55
242786	4915790	0.191
1423899	5316273	0.191
2993521	5083094	0.191
1423899	9147737	0.191
5122188	5312565	0.28
3189023	620717	0.55
384850	4912597	0.191
2498771	5017558	0.191
1562406	1947668	0.802
1795737	2053332	0.191
1326196	1847650	0.191
1380146	1423899	0.191
3291174	5343346	0.431
384850	4871405	0.191
1132386	4083603	0.191
390328	412253	0.778
3378486	5406245	0.418
2229096	5277127	0.191
4277828	5376793	0.191
1180573	1313757	0.431
1847650	4232068	0.36
5376793	672215	0.191
1941659	2978803	0.191
1625736	4038294	0.36
2794256	3908752	0.684
120398	4028799	0.36
2822152	2856334	0.191
245135	5372436	0.36
2394559	3378486	0.191
4433270	47296328	0.494
2443530	491312	0.191
16822233	2229096	0.191
1941659	2829621	0.191
1572883	74554195	0.191
1721557	2931235	0.191
4028799	41156	0.191
4915790	4979086	0.191
3715718	3908752	0.36
4083603	4785020	0.191
1706277	2961203	0.719
1806051	47296328	0.191
3333598	5083094	0.191
3236624	629682	0.719
1847650	401222	0.191
2443530	4240225	0.191
1941659	195893	0.191
4083603	51264235	0.191
1091852	4915790	0.431
1847650	4121046	0.191
4456777	5300512	0.191
1562406	239455	0.191
1326196	163818	0.36
3724778	5081339	0.191
1434959	5296372	0.431
1180573	4004555	0.191
1847650	764067	0.191
2856334	696259	0.191
2856334	38167	0.191
3474557	84278619	0.431
5376793	548234	0.191
390328	736197	0.191
411581	84278619	0.874
390328	4968207	0.191
4599051	872778	0.191
1795737	3202784	0.191
16832758	3621324	0.191
1482562	2822273	0.911
2135848	34385235	0.191
3529144	562452	0.644
3202052	3378486	0.75
209143	4028799	0.191
3908752	4155938	0.36
380461	3908752	0.684
2353871	3378486	0.191
1274382	2304874	0.28
4528899	590396	0.28
5194251	740298	0.431
1847650	374649	0.191
1743227	2353871	0.6
1795737	3909139	0.994
3143545	4689564	0.55
3202052	517184	0.431
1034179	390328	0.191
4028799	828719	0.191
16816621	3176513	0.431
2856334	2886402	0.191
1795737	1886948	0.191
195893	4915790	0.36
2166278	5032859	0.431
3231260	5376793	0.191
1795737	3724778	0.494
36028226	849235	0.28
4192189	5376793	0.191
1194153	5406757	0.431
1678271	3925064	0.36
5154015	736197	0.28
2991901	958432	0.191
1917379	4038294	0.36
2080390	4776450	0.28
1163039	3333598	0.191
1062659	1941659	0.191
2919579	4813983	0.191
1159046	2248140	0.644
4121257	4154210	0.28
3426596	821803	0.191
3925064	4953160	0.54
4656121	5395465	0.431
2603205	4717428	0.55
2856334	4644457	0.191
2766860	5376793	0.191
3363510	3554608	0.36
3865460	3908752	0.494
2186087	3222726	0.55
1480901	5177449	0.191
2511963	3925064	0.36
2359316	4266312	0.494
14008183	849235	1
1562406	4131948	0.191
2498771	5084635	0.191
4413664	4774660	0.431
1029802	1721557	0.191
1313757	4954322	0.191
3227127	3378486	0.418
11792660	4713146	0.191
1700717	2219336	0.644
14006253	2503357	0.591
3189023	3691852	0.6
1847650	5118416	0.191
109728	2347958	0.191
1381191	57073	0.191
2856334	4633250	0.191
1163039	3724778	0.191
2499314	5312565	0.28
1423899	4546350	0.191
1941659	4154833	0.191
57073	889910	0.191
120398	5213288	0.191
2443530	4467198	0.191
1278344	18532	0.191
4386857	73983262	0.36
3509163	390328	0.418
2408479	84278619	0.431
2347958	3629517	0.191
245135	360123	0.36
2687131	4259668	0.431
2380693	5084635	0.191
1605335	512356	0.28
2347958	5363464	0.191
4028799	421085	0.191
2443530	3446571	0.191
2693554	480105	0.431
1605335	4502417	0.431
4585118	5300512	0.191
2229096	5030185	0.191
2135848	5142994	0.191
1508715	57073	0.191
23536504	2856334	0.191
5017558	561721	0.191
4028799	910184	0.191
1423899	4889250	0.191
322700	4752727	0.36
3429103	714389	0.996
2856334	737483	0.494
1163039	741285	0.494
3293290	353248	0.644
2135848	5259232	0.191
201818	4915790	0.719
2498461	991219	0.431
1847650	4954322	0.191
5376793	751057	0.191
3502869	400924	0.431
2229096	4706411	0.939
3502869	4670894	0.431
1039820	228912	0.28
2794138	4883227	0.191
375982	5376793	0.191
3326851	4376864	0.431
1170182	883318	0.962
1423899	3761716	0.191
1847650	540572	0.191
5157965	931992	0.28
1941659	4131948	0.191
1743227	29439	0.191
163267	4021969	0.28
11792660	4717428	0.191
2443530	4713146	0.54
1727907	4497312	0.778
31459360	4915790	0.191
1211564	2347958	0.191
201818	4028799	0.494
1721557	2479812	0.191
2082462	3085317	0.858
1278344	540962	0.191
2287965	390328	0.719
3686531	5017558	0.55
1320377	2662282	0.36
232319	5084635	0.418
2397411	2996247	0.28
4599051	504941	0.191
652779	73857	0.28
3189023	5008875	0.191
2397411	4975719	0.28
163818	51484310	0.36
1401435	2135848	0.191
1743227	936905	0.191
1184244	5124712	0.28
1941659	3446571	0.191
1941659	3717658	0.36
2861338	5376793	0.191
1877037	2081264	0.191
1721557	545881	0.191
2856334	3407528	0.494
5091618	5115478	0.28
3298741	35345577	0.28
2229096	3924799	0.54
2789607	45361116	0.644
1847650	1945943	0.191
384850	905028	0.191
11792660	201818	0.191
14006253	3961085	0.28
2650536	3238242	0.55
163818	4497269	0.36
3011299	5300512	0.191
3249432	5177449	0.191
2053332	2794138	0.494
1423899	36189	0.191
4481242	4555292	0.191
186724	2921693	0.36
1721557	3513543	0.191
221523	327364	0.913
1182953	5376793	0.36
186724	5167613	0.36
2856334	3183025	0.191
3839008	61974	0.28
2133787	5376793	0.6
2794789	4915790	0.36
2202234	4028799	0.191
3077030	729324	0.28
3691852	4599051	0.191
5376793	9147737	0.191
2973208	3189023	0.191
1700717	5213288	0.191
5025855	62415	0.431
4915790	4935615	0.191
4231653	5376793	0.191
2347958	2979002	0.191
1721557	4054553	0.191
3073417	5177449	0.191
1163039	2665620	0.191
2659519	57073	0.191
